"Total","Jahr","Beruf","Geschlecht","Anzahl"
110,"2018","Maler/in","Frauen",54
110,"2018","Maler/in","Männer",56
100,"2018","Sanitärinstallateur/in","Frauen",3
100,"2018","Sanitärinstallateur/in","Männer",97
100,"2018","Schreiner/in","Frauen",14
100,"2018","Schreiner/in","Männer",86
96,"2018","Automobil-Fachmann/-frau","Frauen",2
96,"2018","Automobil-Fachmann/-frau","Männer",94
96,"2018","Gärtner/-in","Frauen",6
96,"2018","Gärtner/-in","Männer",90
93,"2018","Automobil-Mechatroniker/in","Frauen",4
93,"2018","Automobil-Mechatroniker/in","Männer",89
90,"2018","Informatiker/in","Frauen",7
90,"2018","Informatiker/in","Männer",83
89,"2018","Informatiker/in","Frauen",6
89,"2018","Informatiker/in","Männer",83
89,"2018","Maurer/in","Frauen",1
89,"2018","Maurer/in","Männer",88
83,"2018","Automatiker/in","Frauen",4
83,"2018","Automatiker/in","Männer",79
79,"2018","Konstrukteur/in","Frauen",10
79,"2018","Konstrukteur/in","Männer",69
78,"2018","Fachmann/-frau Betriebsunterhalt","Frauen",5
78,"2018","Fachmann/-frau Betriebsunterhalt","Männer",73
74,"2018","Elektroniker/in","Frauen",0
74,"2018","Elektroniker/in","Männer",74
74,"2018","Zimmermann/Zimmerin","Frauen",0
74,"2018","Zimmermann/Zimmerin","Männer",74
60,"2018","Restaurationsfachmann/-frau","Frauen",48
60,"2018","Restaurationsfachmann/-frau","Männer",12
58,"2018","Bäcker/in-Konditor/in-Confiseur/in","Frauen",20
58,"2018","Bäcker/in-Konditor/in-Confiseur/in","Männer",38
55,"2018","Zeichner/in","Frauen",19
55,"2018","Zeichner/in","Männer",36
53,"2018","Hotelfachmann/-frau","Frauen",49
53,"2018","Hotelfachmann/-frau","Männer",4
52,"2018","Metallbauer/in","Frauen",0
52,"2018","Metallbauer/in","Männer",52
48,"2018","Augenoptiker/in","Frauen",43
48,"2018","Augenoptiker/in","Männer",5
47,"2018","Fachmann/-frau Betreuung","Frauen",44
47,"2018","Fachmann/-frau Betreuung","Männer",3
47,"2018","Informatiker/in","Frauen",3
47,"2018","Informatiker/in","Männer",44
44,"2018","Informatiker/in","Frauen",6
44,"2018","Informatiker/in","Männer",38
42,"2018","Florist/in","Frauen",42
42,"2018","Florist/in","Männer",0
35,"2018","Heizungsinstallateur/in","Frauen",0
35,"2018","Heizungsinstallateur/in","Männer",35
34,"2018","Drogist/in","Frauen",32
34,"2018","Drogist/in","Männer",2
34,"2018","Landwirt/in","Frauen",4
34,"2018","Landwirt/in","Männer",30
34,"2018","Logistiker/in","Frauen",3
34,"2018","Logistiker/in","Männer",31
31,"2018","Fachmann/-frau Hauswirtschaft","Frauen",29
31,"2018","Fachmann/-frau Hauswirtschaft","Männer",2
31,"2018","Montage-Elektriker/in","Frauen",0
31,"2018","Montage-Elektriker/in","Männer",31
29,"2018","Hauswirtschaftspraktiker/in","Frauen",25
29,"2018","Hauswirtschaftspraktiker/in","Männer",4
29,"2018","Produktionsmechaniker/in","Frauen",1
29,"2018","Produktionsmechaniker/in","Männer",28
26,"2018","Automobil-Assistent/in","Frauen",0
26,"2018","Automobil-Assistent/in","Männer",26
26,"2018","Carrossier/in Spenglerei","Frauen",0
26,"2018","Carrossier/in Spenglerei","Männer",26
26,"2018","Bäcker/in-Konditor/in-Confiseur/in","Frauen",22
26,"2018","Bäcker/in-Konditor/in-Confiseur/in","Männer",4
25,"2018","Bekleidungsgestalter/in","Frauen",25
25,"2018","Bekleidungsgestalter/in","Männer",0
25,"2018","Drucktechnologe/-login","Frauen",5
25,"2018","Drucktechnologe/-login","Männer",20
25,"2018","Schreinerpraktiker/in","Frauen",0
25,"2018","Schreinerpraktiker/in","Männer",25
25,"2018","Tiermed. Praxisassistent/in","Frauen",24
25,"2018","Tiermed. Praxisassistent/in","Männer",1
24,"2018","Elektroplaner/in","Frauen",1
24,"2018","Elektroplaner/in","Männer",23
24,"2018","Geomatiker/in","Frauen",6
24,"2018","Geomatiker/in","Männer",18
24,"2018","Schreiner/in","Frauen",1
24,"2018","Schreiner/in","Männer",23
23,"2018","Carrossier/in Lackiererei","Frauen",3
23,"2018","Carrossier/in Lackiererei","Männer",20
23,"2018","Fachmann/-frau Betreuung","Frauen",20
23,"2018","Fachmann/-frau Betreuung","Männer",3
23,"2018","Forstwart/in","Frauen",0
23,"2018","Forstwart/in","Männer",23
23,"2018","Pflegeassistent/in","Frauen",20
23,"2018","Pflegeassistent/in","Männer",3
22,"2018","Landmaschinenmechaniker/in","Frauen",0
22,"2018","Landmaschinenmechaniker/in","Männer",22
21,"2018","Anlagen- und Apparatebauer/in","Frauen",0
21,"2018","Anlagen- und Apparatebauer/in","Männer",21
21,"2018","Haustechnikplaner/in","Frauen",3
21,"2018","Haustechnikplaner/in","Männer",18
21,"2018","Laborant/in","Frauen",10
21,"2018","Laborant/in","Männer",11
20,"2018","Gärtner/-in","Frauen",12
20,"2018","Gärtner/-in","Männer",8
20,"2018","Haustechnikpraktiker/in","Frauen",1
20,"2018","Haustechnikpraktiker/in","Männer",19
20,"2018","Lastwagenführer/in","Frauen",1
20,"2018","Lastwagenführer/in","Männer",19
20,"2018","Multimediaelektroniker/in","Frauen",0
20,"2018","Multimediaelektroniker/in","Männer",20
20,"2018","Spengler/in","Frauen",0
20,"2018","Spengler/in","Männer",20
19,"2018","Automobil-Fachmann/-frau","Frauen",0
19,"2018","Automobil-Fachmann/-frau","Männer",19
18,"2018","Anlehre: Metallbearbeitung, Maschinenbau","Frauen",0
18,"2018","Anlehre: Metallbearbeitung, Maschinenbau","Männer",18
18,"2018","Büroassistent/in","Frauen",14
18,"2018","Büroassistent/in","Männer",4
16,"2018","Automatikmonteur/in","Frauen",0
16,"2018","Automatikmonteur/in","Männer",16
15,"2018","Automobil-Mechatroniker/in","Frauen",0
15,"2018","Automobil-Mechatroniker/in","Männer",15
15,"2018","Gestalter/in Werbetechnik","Frauen",8
15,"2018","Gestalter/in Werbetechnik","Männer",7
15,"2018","Zeichner/in","Frauen",5
15,"2018","Zeichner/in","Männer",10
14,"2018","Chemie- und Pharmatechnologe/-login","Frauen",5
14,"2018","Chemie- und Pharmatechnologe/-login","Männer",9
14,"2018","Fleischfachmann/-frau","Frauen",1
14,"2018","Fleischfachmann/-frau","Männer",13
14,"2018","Kosmetiker/in","Frauen",14
14,"2018","Kosmetiker/in","Männer",0
14,"2018","Zweiradmechaniker/in","Frauen",1
14,"2018","Zweiradmechaniker/in","Männer",13
13,"2018","Polygraf/in","Frauen",7
13,"2018","Polygraf/in","Männer",6
12,"2018","Restaurationsangestellte/r","Frauen",9
12,"2018","Restaurationsangestellte/r","Männer",3
11,"2018","Buchhändler/in","Frauen",9
11,"2018","Buchhändler/in","Männer",2
11,"2018","Küchenangestellte/r","Frauen",5
11,"2018","Küchenangestellte/r","Männer",6
11,"2018","Plattenleger/in","Frauen",2
11,"2018","Plattenleger/in","Männer",9
11,"2018","Reifenpraktiker/in","Frauen",0
11,"2018","Reifenpraktiker/in","Männer",11
10,"2018","Bodenleger/in","Frauen",0
10,"2018","Bodenleger/in","Männer",10
10,"2018","Fotofachmann/-frau","Frauen",9
10,"2018","Fotofachmann/-frau","Männer",1
10,"2018","Gärtner/-in","Frauen",0
10,"2018","Gärtner/-in","Männer",10
10,"2018","Gebäudereiniger/in","Frauen",0
10,"2018","Gebäudereiniger/in","Männer",10
10,"2018","Gipser/in","Frauen",1
10,"2018","Gipser/in","Männer",9
10,"2018","Innendekorateur/in","Frauen",10
10,"2018","Innendekorateur/in","Männer",0
10,"2018","Lebensmitteltechnologe/-login","Frauen",1
10,"2018","Lebensmitteltechnologe/-login","Männer",9
10,"2018","Mechanikpraktiker/in","Frauen",0
10,"2018","Mechanikpraktiker/in","Männer",10
10,"2018","Mediamatiker/in","Frauen",1
10,"2018","Mediamatiker/in","Männer",9
10,"2018","Motorradmechaniker/in","Frauen",1
10,"2018","Motorradmechaniker/in","Männer",9
10,"2018","Verkehrswegbauer/in: Strassenbauer/in","Frauen",0
10,"2018","Verkehrswegbauer/in: Strassenbauer/in","Männer",10
9,"2018","Anlehre: Büro, Verwaltung","Frauen",6
9,"2018","Anlehre: Büro, Verwaltung","Männer",3
9,"2018","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Frauen",1
9,"2018","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Männer",8
9,"2018","Anlehre: Technische Berufe","Frauen",0
9,"2018","Anlehre: Technische Berufe","Männer",9
9,"2018","Baumaschinenmechaniker/in","Frauen",0
9,"2018","Baumaschinenmechaniker/in","Männer",9
9,"2018","Dachdecker/in","Frauen",0
9,"2018","Dachdecker/in","Männer",9
9,"2018","Fachmann/-frau Betreuung","Frauen",8
9,"2018","Fachmann/-frau Betreuung","Männer",1
9,"2018","Netzelektriker/in","Frauen",0
9,"2018","Netzelektriker/in","Männer",9
8,"2018","Florist/in","Frauen",8
8,"2018","Florist/in","Männer",0
8,"2018","Polygraf/in","Frauen",4
8,"2018","Polygraf/in","Männer",4
8,"2018","Strassenbaupraktiker/in","Frauen",0
8,"2018","Strassenbaupraktiker/in","Männer",8
8,"2018","Zahntechniker/in","Frauen",6
8,"2018","Zahntechniker/in","Männer",2
8,"2018","Zweiradmechaniker/in","Frauen",1
8,"2018","Zweiradmechaniker/in","Männer",7
7,"2018","Anlehre: Verkauf","Frauen",5
7,"2018","Anlehre: Verkauf","Männer",2
7,"2018","Fachmann/-frau Information u. Dokumentation","Frauen",4
7,"2018","Fachmann/-frau Information u. Dokumentation","Männer",3
7,"2018","Laborant/in","Frauen",2
7,"2018","Laborant/in","Männer",5
6,"2018","Anlehre: Gastgewerbe, Hauswirtschaft","Frauen",3
6,"2018","Anlehre: Gastgewerbe, Hauswirtschaft","Männer",3
6,"2018","Anlehre: Übrige Berufe","Frauen",2
6,"2018","Anlehre: Übrige Berufe","Männer",4
6,"2018","Gebäudetechnikplaner/in","Frauen",2
6,"2018","Gebäudetechnikplaner/in","Männer",4
6,"2018","Hotellerieangestellte/r","Frauen",4
6,"2018","Hotellerieangestellte/r","Männer",2
6,"2018","Informatikpraktiker/in","Frauen",1
6,"2018","Informatikpraktiker/in","Männer",5
6,"2018","Maurer/in","Frauen",0
6,"2018","Maurer/in","Männer",6
6,"2018","Motorgerätemechaniker/in","Frauen",0
6,"2018","Motorgerätemechaniker/in","Männer",6
6,"2018","Physiklaborant/in","Frauen",1
6,"2018","Physiklaborant/in","Männer",5
6,"2018","Telematiker/in","Frauen",0
6,"2018","Telematiker/in","Männer",6
5,"2018","Anlehre: Baugewerbe, Malerei","Frauen",0
5,"2018","Anlehre: Baugewerbe, Malerei","Männer",5
5,"2018","Bodenleger/in","Frauen",0
5,"2018","Bodenleger/in","Männer",5
5,"2018","Fleischfachassistent/in","Frauen",2
5,"2018","Fleischfachassistent/in","Männer",3
5,"2018","Fotofachmann/-frau","Frauen",4
5,"2018","Fotofachmann/-frau","Männer",1
5,"2018","Industrielackierer/in","Frauen",1
5,"2018","Industrielackierer/in","Männer",4
5,"2018","Kältemonteur/in","Frauen",1
5,"2018","Kältemonteur/in","Männer",4
5,"2018","Lüftungsanlagenbauer/in","Frauen",0
5,"2018","Lüftungsanlagenbauer/in","Männer",5
5,"2018","Polybauer/in","Frauen",0
5,"2018","Polybauer/in","Männer",5
5,"2018","Tierpfleger/in","Frauen",4
5,"2018","Tierpfleger/in","Männer",1
4,"2018","Architekturmodellbauer/in","Frauen",2
4,"2018","Architekturmodellbauer/in","Männer",2
4,"2018","Bootbauer/in","Frauen",0
4,"2018","Bootbauer/in","Männer",4
4,"2018","Fahrzeugschlosser/in","Frauen",0
4,"2018","Fahrzeugschlosser/in","Männer",4
4,"2018","Gärtner/-in","Frauen",3
4,"2018","Gärtner/-in","Männer",1
4,"2018","Gebäudetechnikplaner/in","Frauen",1
4,"2018","Gebäudetechnikplaner/in","Männer",3
4,"2018","Gebäudetechnikplaner/in","Frauen",2
4,"2018","Gebäudetechnikplaner/in","Männer",2
4,"2018","Kaminfeger/in","Frauen",0
4,"2018","Kaminfeger/in","Männer",4
4,"2018","Metallbaukonstrukteur/in","Frauen",1
4,"2018","Metallbaukonstrukteur/in","Männer",3
4,"2018","Podologe/-login","Frauen",4
4,"2018","Podologe/-login","Männer",0
4,"2018","Zeichner/in","Frauen",1
4,"2018","Zeichner/in","Männer",3
3,"2018","Bauisoleur/in","Frauen",0
3,"2018","Bauisoleur/in","Männer",3
3,"2018","Kunststofftechnologe/-login","Frauen",0
3,"2018","Kunststofftechnologe/-login","Männer",3
3,"2018","Milchtechnologe/-login","Frauen",0
3,"2018","Milchtechnologe/-login","Männer",3
3,"2018","Orthopädist/in","Frauen",1
3,"2018","Orthopädist/in","Männer",2
3,"2018","Pferdefachmann/-frau","Frauen",3
3,"2018","Pferdefachmann/-frau","Männer",0
3,"2018","Pferdefachmann/-frau","Frauen",3
3,"2018","Pferdefachmann/-frau","Männer",0
3,"2018","Pferdewart/in","Frauen",3
3,"2018","Pferdewart/in","Männer",0
3,"2018","Polybaupraktiker/in","Frauen",0
3,"2018","Polybaupraktiker/in","Männer",3
2,"2018","Anlehre: Postangestellte/r","Frauen",0
2,"2018","Anlehre: Postangestellte/r","Männer",2
2,"2018","Attest: Baugewerbe, Malerei","Frauen",1
2,"2018","Attest: Baugewerbe, Malerei","Männer",1
2,"2018","Bauwerktrenner/in","Frauen",0
2,"2018","Bauwerktrenner/in","Männer",2
2,"2018","Bekleidungsgestalter/in","Frauen",2
2,"2018","Bekleidungsgestalter/in","Männer",0
2,"2018","Bootfachwart/in","Frauen",0
2,"2018","Bootfachwart/in","Männer",2
2,"2018","Flachdachbauer/in","Frauen",0
2,"2018","Flachdachbauer/in","Männer",2
2,"2018","Goldschmied/in","Frauen",0
2,"2018","Goldschmied/in","Männer",2
2,"2018","Grafiker/in","Frauen",2
2,"2018","Grafiker/in","Männer",0
2,"2018","Lebensmittelpraktiker/in","Frauen",0
2,"2018","Lebensmittelpraktiker/in","Männer",2
2,"2018","Oberflächenbeschichter/in","Frauen",0
2,"2018","Oberflächenbeschichter/in","Männer",2
2,"2018","Ofenbauer/in","Frauen",0
2,"2018","Ofenbauer/in","Männer",2
2,"2018","Pferdefachmann/-frau","Frauen",2
2,"2018","Pferdefachmann/-frau","Männer",0
2,"2018","Polydesigner/in 3D","Frauen",2
2,"2018","Polydesigner/in 3D","Männer",0
2,"2018","Printmedienverarbeiter/in","Frauen",1
2,"2018","Printmedienverarbeiter/in","Männer",1
2,"2018","Siebdrucker/in","Frauen",0
2,"2018","Siebdrucker/in","Männer",2
2,"2018","Textiltechnologe/-login","Frauen",2
2,"2018","Textiltechnologe/-login","Männer",0
2,"2018","Uhrmacher/in","Frauen",0
2,"2018","Uhrmacher/in","Männer",2
2,"2018","Verkehrswegbauer/in: Gleisbauer/in","Frauen",0
2,"2018","Verkehrswegbauer/in: Gleisbauer/in","Männer",2
2,"2018","Weintechnologe/-login","Frauen",0
2,"2018","Weintechnologe/-login","Männer",2
2,"2018","Winzer/in","Frauen",0
2,"2018","Winzer/in","Männer",2
2,"2018","Wohntextilgestalter/in","Frauen",2
2,"2018","Wohntextilgestalter/in","Männer",0
2,"2018","Zeichner/in","Frauen",1
2,"2018","Zeichner/in","Männer",1
1,"2018","Agrarpraktiker/in","Frauen",0
1,"2018","Agrarpraktiker/in","Männer",1
1,"2018","Anlehre: Erde, Steine, Glas","Frauen",0
1,"2018","Anlehre: Erde, Steine, Glas","Männer",1
1,"2018","Anlehre: Grafisches Gewerbe","Frauen",1
1,"2018","Anlehre: Grafisches Gewerbe","Männer",0
1,"2018","Anlehre: Körperpflege","Frauen",1
1,"2018","Anlehre: Körperpflege","Männer",0
1,"2018","Anlehre: Nahrungsmittel und Getränke","Frauen",0
1,"2018","Anlehre: Nahrungsmittel und Getränke","Männer",1
1,"2018","Betonwerker/in","Frauen",0
1,"2018","Betonwerker/in","Männer",1
1,"2018","Formenbauer/in","Frauen",0
1,"2018","Formenbauer/in","Männer",1
1,"2018","Gemüsegärtner/in","Frauen",0
1,"2018","Gemüsegärtner/in","Männer",1
1,"2018","Gerüstmonteur/in","Frauen",0
1,"2018","Gerüstmonteur/in","Männer",1
1,"2018","Gipser/in und Maler/in","Frauen",0
1,"2018","Gipser/in und Maler/in","Männer",1
1,"2018","Holzhandwerker/in","Frauen",1
1,"2018","Holzhandwerker/in","Männer",0
1,"2018","Hufschmied/in","Frauen",0
1,"2018","Hufschmied/in","Männer",1
1,"2018","Industrie- und Unterlagsbodenbauer/in","Frauen",0
1,"2018","Industrie- und Unterlagsbodenbauer/in","Männer",1
1,"2018","Laborant/in","Frauen",1
1,"2018","Laborant/in","Männer",0
1,"2018","Milchpraktiker/in","Frauen",0
1,"2018","Milchpraktiker/in","Männer",1
1,"2018","Musikinstrumentenbauer/in","Frauen",0
1,"2018","Musikinstrumentenbauer/in","Männer",1
1,"2018","Musikinstrumentenbauer/in","Frauen",0
1,"2018","Musikinstrumentenbauer/in","Männer",1
1,"2018","Oberflächenpraktiker/in","Frauen",0
1,"2018","Oberflächenpraktiker/in","Männer",1
1,"2018","Orthopädie-Schuhmacher/in","Frauen",0
1,"2018","Orthopädie-Schuhmacher/in","Männer",1
1,"2018","Papiertechnologe/-login","Frauen",0
1,"2018","Papiertechnologe/-login","Männer",1
1,"2018","Pferdefachmann/-frau","Frauen",1
1,"2018","Pferdefachmann/-frau","Männer",0
1,"2018","Polybauer/in","Frauen",0
1,"2018","Polybauer/in","Männer",1
1,"2018","Polybauer/in","Frauen",0
1,"2018","Polybauer/in","Männer",1
1,"2018","Recyclist/in","Frauen",0
1,"2018","Recyclist/in","Männer",1
1,"2018","Rheinmatrose/-matrosin","Frauen",0
1,"2018","Rheinmatrose/-matrosin","Männer",1
1,"2018","Säger/in Holzindustrie","Frauen",0
1,"2018","Säger/in Holzindustrie","Männer",1
1,"2018","Steinbildhauer/in","Frauen",1
1,"2018","Steinbildhauer/in","Männer",0
1,"2018","Steinmetz/in","Frauen",1
1,"2018","Steinmetz/in","Männer",0
1,"2018","Steinwerker/in","Frauen",0
1,"2018","Steinwerker/in","Männer",1
1,"2018","Storenmonteur/in","Frauen",0
1,"2018","Storenmonteur/in","Männer",1
1,"2018","Vergolder/in-Einrahmer/in","Frauen",1
1,"2018","Vergolder/in-Einrahmer/in","Männer",0
1,"2018","Verpackungstechnologe/-login","Frauen",0
1,"2018","Verpackungstechnologe/-login","Männer",1
7827,"2019","Total","Frauen",3564
7827,"2019","Total","Männer",4263
808,"2019","Kaufmann/-frau","Frauen",498
808,"2019","Kaufmann/-frau","Männer",310
699,"2019","Kaufmann/-frau","Frauen",402
699,"2019","Kaufmann/-frau","Männer",297
518,"2019","Fachmann/-frau Gesundheit","Frauen",447
518,"2019","Fachmann/-frau Gesundheit","Männer",71
485,"2019","Fachmann/-frau Betreuung","Frauen",389
485,"2019","Fachmann/-frau Betreuung","Männer",96
472,"2019","Detailhandelsfachmann/-frau","Frauen",234
472,"2019","Detailhandelsfachmann/-frau","Männer",238
323,"2019","Informatiker/in","Frauen",28
323,"2019","Informatiker/in","Männer",295
285,"2019","Elektroinstallateur/in","Frauen",3
285,"2019","Elektroinstallateur/in","Männer",282
213,"2019","Polymechaniker/in","Frauen",3
213,"2019","Polymechaniker/in","Männer",210
187,"2019","Dentalassistent/in","Frauen",183
187,"2019","Dentalassistent/in","Männer",4
178,"2019","Logistiker/in","Frauen",12
178,"2019","Logistiker/in","Männer",166
174,"2019","Medizinische/r Praxisassistent/in","Frauen",169
174,"2019","Medizinische/r Praxisassistent/in","Männer",5
174,"2019","Zeichner/in","Frauen",61
174,"2019","Zeichner/in","Männer",113
149,"2019","Kaufmann/-frau","Frauen",83
149,"2019","Kaufmann/-frau","Männer",66
136,"2019","Koch/Köchin","Frauen",45
136,"2019","Koch/Köchin","Männer",91
127,"2019","Pharma-Assistent/in","Frauen",124
127,"2019","Pharma-Assistent/in","Männer",3
125,"2019","Detailhandelsassistent/in","Frauen",61
125,"2019","Detailhandelsassistent/in","Männer",64
114,"2019","Automobil-Fachmann/-frau","Frauen",4
114,"2019","Automobil-Fachmann/-frau","Männer",110
103,"2019","Fachmann/-frau Betriebsunterhalt","Frauen",2
103,"2019","Fachmann/-frau Betriebsunterhalt","Männer",101
100,"2019","Schreiner/in","Frauen",13
100,"2019","Schreiner/in","Männer",87
92,"2019","Automatiker/in","Frauen",2
92,"2019","Automatiker/in","Männer",90
89,"2019","Konstrukteur/in","Frauen",17
89,"2019","Konstrukteur/in","Männer",72
88,"2019","Montage-Elektriker/in","Frauen",0
88,"2019","Montage-Elektriker/in","Männer",88
83,"2019","Coiffeur/-euse","Frauen",70
83,"2019","Coiffeur/-euse","Männer",13
80,"2019","Zimmermann/Zimmerin","Frauen",3
80,"2019","Zimmermann/Zimmerin","Männer",77
76,"2019","Assistent/in Gesundheit und Soziales","Frauen",61
76,"2019","Assistent/in Gesundheit und Soziales","Männer",15
75,"2019","Gärtner/-in","Frauen",12
75,"2019","Gärtner/-in","Männer",63
69,"2019","Automobil-Mechatroniker/in","Frauen",1
69,"2019","Automobil-Mechatroniker/in","Männer",68
68,"2019","Sanitärinstallateur/in","Frauen",1
68,"2019","Sanitärinstallateur/in","Männer",67
63,"2019","Hotelfachmann/-frau","Frauen",53
63,"2019","Hotelfachmann/-frau","Männer",10
61,"2019","Maurer/in","Frauen",0
61,"2019","Maurer/in","Männer",61
61,"2019","Mediamatiker/in","Frauen",22
61,"2019","Mediamatiker/in","Männer",39
54,"2019","Elektroniker/in","Frauen",7
54,"2019","Elektroniker/in","Männer",47
48,"2019","Maler/in","Frauen",16
48,"2019","Maler/in","Männer",32
47,"2019","Anlehre: INSOS Pra","Frauen",23
47,"2019","Anlehre: INSOS Pra","Männer",24
44,"2019","Laborant/in","Frauen",24
44,"2019","Laborant/in","Männer",20
41,"2019","Augenoptiker/in","Frauen",31
41,"2019","Augenoptiker/in","Männer",10
41,"2019","Heizungsinstallateur/in","Frauen",0
41,"2019","Heizungsinstallateur/in","Männer",41
40,"2019","Bäcker/in-Konditor/in-Confiseur/in","Frauen",27
40,"2019","Bäcker/in-Konditor/in-Confiseur/in","Männer",13
39,"2019","Drogist/in","Frauen",38
39,"2019","Drogist/in","Männer",1
37,"2019","Produktionsmechaniker/in","Frauen",0
37,"2019","Produktionsmechaniker/in","Männer",37
34,"2019","Tiermed. Praxisassistent/in","Frauen",34
34,"2019","Tiermed. Praxisassistent/in","Männer",0
30,"2019","Elektroplaner/in","Frauen",6
30,"2019","Elektroplaner/in","Männer",24
29,"2019","ICT-Fachmann","Frauen",2
29,"2019","ICT-Fachmann","Männer",27
27,"2019","Fachmann/-frau Kundendialog","Frauen",18
27,"2019","Fachmann/-frau Kundendialog","Männer",9
26,"2019","Restaurantfachmann/-frau","Frauen",17
26,"2019","Restaurantfachmann/-frau","Männer",9
24,"2019","Metallbauer/in","Frauen",3
24,"2019","Metallbauer/in","Männer",21
22,"2019","Automobil-Assistent/in","Frauen",0
22,"2019","Automobil-Assistent/in","Männer",22
22,"2019","Forstwart/in","Frauen",2
22,"2019","Forstwart/in","Männer",20
22,"2019","Geomatiker/in","Frauen",5
22,"2019","Geomatiker/in","Männer",17
21,"2019","Carrosseriespengler/in","Frauen",1
21,"2019","Carrosseriespengler/in","Männer",20
21,"2019","Florist/in","Frauen",20
21,"2019","Florist/in","Männer",1
21,"2019","Hotel-Kommunikationsfachmann/-frau","Frauen",12
21,"2019","Hotel-Kommunikationsfachmann/-frau","Männer",9
21,"2019","Landwirt/in","Frauen",5
21,"2019","Landwirt/in","Männer",16
20,"2019","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Frauen",12
20,"2019","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Männer",8
19,"2019","Automatikmonteur/in","Frauen",0
19,"2019","Automatikmonteur/in","Männer",19
18,"2019","Carrossier/in Lackiererei","Frauen",1
18,"2019","Carrossier/in Lackiererei","Männer",17
18,"2019","Hauswirtschaftspraktiker/in","Frauen",15
18,"2019","Hauswirtschaftspraktiker/in","Männer",3
18,"2019","Logistiker/in","Frauen",1
18,"2019","Logistiker/in","Männer",17
17,"2019","Büroassistent/in","Frauen",11
17,"2019","Büroassistent/in","Männer",6
17,"2019","Fachmann/Fachfrau Hauswirtschaft","Frauen",17
17,"2019","Fachmann/Fachfrau Hauswirtschaft","Männer",0
17,"2019","Haustechnikpraktiker/in","Frauen",1
17,"2019","Haustechnikpraktiker/in","Männer",16
17,"2019","Landmaschinenmechaniker/in","Frauen",1
17,"2019","Landmaschinenmechaniker/in","Männer",16
16,"2019","Anlagen- und Apparatebauer/in","Frauen",0
16,"2019","Anlagen- und Apparatebauer/in","Männer",16
16,"2019","Fahrradmechaniker/-in","Frauen",2
16,"2019","Fahrradmechaniker/-in","Männer",14
16,"2019","Gärtner/-in","Frauen",3
16,"2019","Gärtner/-in","Männer",13
16,"2019","Lebensmitteltechnologe/-login","Frauen",2
16,"2019","Lebensmitteltechnologe/-login","Männer",14
15,"2019","Gebäudetechnikplaner/in","Frauen",2
15,"2019","Gebäudetechnikplaner/in","Männer",13
15,"2019","Gestalter/in Werbetechnik","Frauen",9
15,"2019","Gestalter/in Werbetechnik","Männer",6
15,"2019","Strassenbauer/in","Frauen",0
15,"2019","Strassenbauer/in","Männer",15
15,"2019","Zeichner/in","Frauen",4
15,"2019","Zeichner/in","Männer",11
14,"2019","Gebäudetechnikplaner/in","Frauen",2
14,"2019","Gebäudetechnikplaner/in","Männer",12
14,"2019","Netzelektriker/in","Frauen",0
14,"2019","Netzelektriker/in","Männer",14
13,"2019","Gebäudetechnikplaner/in","Frauen",7
13,"2019","Gebäudetechnikplaner/in","Männer",6
13,"2019","Malerpraktiker/in","Frauen",3
13,"2019","Malerpraktiker/in","Männer",10
13,"2019","Polygraf/in","Frauen",9
13,"2019","Polygraf/in","Männer",4
13,"2019","Reifenpraktiker/in","Frauen",0
13,"2019","Reifenpraktiker/in","Männer",13
12,"2019","Boden-Parkettleger/in","Frauen",1
12,"2019","Boden-Parkettleger/in","Männer",11
12,"2019","Fleischfachmann/-frau","Frauen",1
12,"2019","Fleischfachmann/-frau","Männer",11
12,"2019","Küchenangestellte/r","Frauen",3
12,"2019","Küchenangestellte/r","Männer",9
12,"2019","Restaurationsfachmann/-frau","Frauen",10
12,"2019","Restaurationsfachmann/-frau","Männer",2
11,"2019","Kosmetiker/in","Frauen",11
11,"2019","Kosmetiker/in","Männer",0
11,"2019","Metallbaukonstrukteur/in","Frauen",3
11,"2019","Metallbaukonstrukteur/in","Männer",8
11,"2019","Motorradmechaniker/in","Frauen",1
11,"2019","Motorradmechaniker/in","Männer",10
10,"2019","Baumaschinenmechaniker/in","Frauen",0
10,"2019","Baumaschinenmechaniker/in","Männer",10
10,"2019","Bekleidungsgestalter/in","Frauen",10
10,"2019","Bekleidungsgestalter/in","Männer",0
10,"2019","Coiffeur/-euse","Frauen",9
10,"2019","Coiffeur/-euse","Männer",1
10,"2019","Drucktechnologe/-login","Frauen",4
10,"2019","Drucktechnologe/-login","Männer",6
10,"2019","Multimediaelektroniker/in","Frauen",1
10,"2019","Multimediaelektroniker/in","Männer",9
10,"2019","Schreinerpraktiker/in","Frauen",1
10,"2019","Schreinerpraktiker/in","Männer",9
9,"2019","Fachmann/-frau öffentlicher Verkehr","Frauen",4
9,"2019","Fachmann/-frau öffentlicher Verkehr","Männer",5
9,"2019","Kunststofftechnologe/-login","Frauen",0
9,"2019","Kunststofftechnologe/-login","Männer",9
9,"2019","Mechanikpraktiker/in","Frauen",1
9,"2019","Mechanikpraktiker/in","Männer",8
9,"2019","Medientechnologe/-login","Frauen",6
